month_year,adm0_id,adm0_name,adm1_id,adm1_name,mkt_id,mkt_name,cm_id,cm_name,cur_id,cur_name,pt_id,pt_name,um_id,um_name,mp_month,mp_year,mp_price
10-2015,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,10,2015,35693.0
11-2015,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,11,2015,36296.0
12-2015,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,12,2015,38550.0
1-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,1,2016,41372.0
2-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,2,2016,39862.0
3-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,3,2016,36203.0
4-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,4,2016,35102.0
5-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,5,2016,37619.0
6-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,6,2016,39635.0
7-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,7,2016,41034.0
8-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,8,2016,39606.0
9-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,9,2016,38830.0
10-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,10,2016,38015.0
11-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,11,2016,37547.0
12-2016,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,12,2016,38538.0
1-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,1,2017,39906.0
2-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,2,2017,37480.0
3-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,3,2017,37285.0
4-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,4,2017,37777.0
5-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,5,2017,39133.0
6-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,6,2017,40123.0
8-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,8,2017,39868.0
9-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,9,2017,39031.0
10-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,10,2017,37856.0
11-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,11,2017,38132.0
12-2017,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,12,2017,40454.0
1-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,1,2018,42687.0
2-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,2,2018,41274.0
3-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,3,2018,40931.0
4-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,4,2018,41922.0
5-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,5,2018,44161.0
6-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,6,2018,45433.0
7-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,7,2018,47977.0
8-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,8,2018,47301.0
9-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,9,2018,43101.0
10-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,10,2018,42648.0
11-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,11,2018,42413.0
12-2018,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,12,2018,44674.0
1-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,1,2019,45420.0
2-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,2,2019,43376.0
3-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,3,2019,42305.0
4-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,4,2019,41928.0
5-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,5,2019,43806.0
6-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,6,2019,43145.0
7-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,7,2019,43305.0
8-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,8,2019,43101.0
9-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,9,2019,41429.0
10-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,10,2019,43181.0
11-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,11,2019,44045.0
12-2019,116.0,Indonesia,0,,974,National Average,89,"Meat (chicken, broiler) - Retail",0.0,IDR,15,Retail,5,KG,12,2019,43860.0
1-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2007,24974.0693
2-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2007,22593.0
3-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2007,22807.0
4-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2007,18414.0
5-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2007,14910.0
6-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2007,18596.0
7-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2007,18965.0
8-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2007,18093.0
9-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2007,18916.0
10-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2007,19647.0
11-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2007,18565.0
12-2007,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2007,18875.0
1-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2008,17158.0
2-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2008,23308.0
3-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2008,24709.0
4-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2008,23318.0
5-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2008,22590.0
6-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2008,22657.0
7-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2008,24598.0
8-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2008,23832.0
9-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2008,18828.0
10-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2008,17403.0
11-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2008,18968.0
12-2008,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2008,25576.0
1-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2009,23790.0
2-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2009,20972.0
3-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2009,18718.0
4-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2009,16380.0
5-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2009,15657.9646
6-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2009,14808.2176
7-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2009,15623.1754
8-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2009,16727.7339
9-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2009,26437.0
10-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2009,35324.0
11-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2009,31474.0
12-2009,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2009,23269.0
1-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2010,25793.0
2-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2010,26521.0
3-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2010,18994.0
4-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2010,21179.0
5-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2010,24063.0
6-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2010,35065.0
7-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2010,43736.0
8-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2010,35982.0
9-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2010,27911.0
10-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2010,23716.0
11-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2010,26600.0
12-2010,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2010,37791.0
1-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2011,40175.0
2-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2011,35503.0
3-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2011,24674.0
4-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2011,19192.0
5-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2011,15779.0
6-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2011,13630.0
7-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2011,12774.0
8-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2011,14294.0
9-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2011,17146.0
10-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2011,20541.0
11-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2011,14672.0
12-2011,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2011,15319.0
1-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2012,27556.0
2-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2012,19215.0
3-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2012,21547.0
4-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2012,20731.0
5-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2012,20275.0
6-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2012,26548.0
7-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2012,24243.0
8-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2012,22587.0
9-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2012,18885.0
10-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2012,19905.0
11-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2012,17377.0
12-2012,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2012,17520.0
1-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2013,23377.0
2-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2013,25151.0
3-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2013,25521.0
4-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2013,25521.0
5-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2013,29744.0
6-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2013,34033.0
7-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2013,35422.0
8-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2013,36290.0
9-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2013,29384.0
10-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2013,39401.0
11-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2013,35583.0
12-2013,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2013,35142.0
1-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2014,37989.0
2-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2014,33218.0
3-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2014,28411.0
4-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2014,22555.0
5-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2014,19210.0
6-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2014,18200.0
7-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2014,18715.0
8-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2014,18996.0
9-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2014,23948.0
10-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2014,33652.0
11-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2014,48785.0
12-2014,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2014,61874.0
1-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2015,46573.0
2-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2015,28102.0
3-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2015,23738.0
4-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2015,22850.0
5-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2015,27927.0
6-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2015,30884.0
7-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2015,35319.0
8-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2015,36333.0
9-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2015,32344.0
10-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2015,23740.0
11-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2015,23028.0
12-2015,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2015,32831.0
1-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2016,35412.0
2-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2016,37845.0
3-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2016,45554.0
4-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2016,33979.0
5-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2016,30445.0
6-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2016,30031.0
7-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2016,31160.0
8-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2016,32955.0
9-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2016,39151.0
10-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2016,47095.0
11-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2016,57079.0
12-2016,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2016,51291.0
1-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2017,47172.0
2-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2017,44464.0
3-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2017,39551.0
4-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2017,34429.0
5-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2017,34973.0
6-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2017,31731.0
8-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2017,31008.0
9-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2017,31433.0
10-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2017,33190.0
11-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2017,36144.0
12-2017,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2017,40199.0
1-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2018,43077.0
2-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2018,44287.0
3-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2018,48366.0
4-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2018,48632.0
5-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2018,44153.0
6-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2018,43190.0
7-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2018,40737.0
8-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2018,38154.0
9-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2018,34648.0
10-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2018,38647.0
11-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2018,38098.0
12-2018,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2018,37096.0
1-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,1,2019,35397.0
2-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,2,2019,31252.0
3-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,3,2019,31061.0
4-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,4,2019,34900.0
5-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,5,2019,41304.0
6-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,6,2019,52687.0
7-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,7,2019,64905.0
8-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,8,2019,71960.0
9-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,9,2019,61425.0
10-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,10,2019,56695.0
11-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,11,2019,51139.0
12-2019,116.0,Indonesia,0,,974,National Average,91,Chili (red) - Retail,0.0,IDR,15,Retail,5,KG,12,2019,46547.0
