month_year,adm0_id,adm0_name,adm1_id,adm1_name,mkt_id,mkt_name,cm_id,cm_name,cur_id,cur_name,pt_id,pt_name,um_id,um_name,mp_month,mp_year,mp_price
1-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2007,5941.9752
2-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2007,6445.0
3-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2007,6414.0
4-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2007,6083.0
5-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2007,5955.0
6-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2007,5949.0
7-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2007,5944.0
8-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2007,5965.0
9-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2007,5977.0
10-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2007,5981.0
11-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2007,5985.0
12-2007,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2007,6147.0
1-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2008,6405.0
2-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2008,6375.0
3-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2008,6221.0
4-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2008,6132.0
5-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2008,6253.0
6-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2008,6406.0
7-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2008,6405.0
8-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2008,6404.0
9-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2008,6436.0
10-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2008,6440.0
11-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2008,6441.0
12-2008,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2008,6504.0
1-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2009,6591.0
2-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2009,6725.0
3-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2009,6706.0
4-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2009,6643.0
5-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2009,6641.0
6-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2009,6640.0576
7-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2009,6640.1843
8-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2009,6658.7768
9-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2009,6699.3953
10-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2009,6705.4248
11-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2009,6706.7659
12-2009,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2009,6938.1493
1-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2010,7494.5889
2-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2010,7720.9255
3-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2010,7491.6140000000005
4-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2010,7392.7247
5-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2010,7403.0745
6-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2010,7600.7366
7-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2010,8037.0189
8-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2010,8382.6107
9-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2010,8430.0
10-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2010,8493.0
11-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2010,8668.0
12-2010,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2010,9082.0
1-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2011,9244.0
2-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2011,9118.0
3-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2011,8795.0
4-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2011,8711.0
5-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2011,8741.0
6-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2011,8870.0
7-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2011,9297.0
8-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2011,9504.0
9-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2011,9644.0
10-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2011,9768.0
11-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2011,9781.0
12-2011,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2011,10100.0
1-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2012,10439.0
2-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2012,10520.0
3-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2012,10406.0
4-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2012,10339.0
5-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2012,10286.0
6-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2012,10309.0
7-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2012,10385.0
8-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2012,10391.0
9-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2012,10414.0
10-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2012,10421.0
11-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2012,10482.0
12-2012,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2012,10718.0
1-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2013,10821.0
2-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2013,10819.0
3-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2013,10748.0
4-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2013,10646.0
5-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2013,10646.0
6-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2013,10718.0
7-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2013,10874.0
8-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2013,10938.0
9-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2013,10969.0
10-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2013,10987.0
11-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2013,11011.0
12-2013,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2013,11073.0
1-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2014,11224.0
2-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2014,11389.0
3-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2014,11564.0
4-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2014,11313.0
5-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2014,11219.0
6-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2014,11259.0
7-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2014,11321.0
8-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2014,11390.0
9-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2014,11433.0
10-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2014,11522.0
11-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2014,11691.0
12-2014,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2014,12210.0
1-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2015,12444.0
2-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2015,12802.0
3-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2015,13089.0
4-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2015,12458.0
5-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2015,12348.0
6-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2015,12425.0
7-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2015,12509.0
8-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2015,12709.0
9-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2015,12968.0
10-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2015,13067.0
11-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2015,13139.0
12-2015,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2015,13217.0
1-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2016,13319.0
2-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2016,13376.0
3-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2016,13301.0
4-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2016,13105.0
5-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2016,13039.0
6-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2016,13115.0
7-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2016,13181.0
8-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2016,13157.0
9-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2016,13140.0
10-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2016,13153.0
11-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2016,13185.0
12-2016,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2016,13201.0
1-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2017,13222.0
2-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2017,13202.0
3-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2017,13125.0
4-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2017,13074.0
5-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2017,13096.0
6-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2017,13125.0
8-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2017,13095.0
9-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2017,13215.0
10-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2017,13346.0
11-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2017,13429.0
12-2017,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2017,13676.0
1-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2018,14531.0
2-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2018,14697.0
3-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2018,14347.0
4-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2018,14056.0
5-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2018,13900.0
6-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2018,13835.0
7-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2018,13838.0
8-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2018,13837.0
9-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2018,13877.0
10-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2018,13910.0
11-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2018,14007.0
12-2018,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2018,14119.0
1-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,1,2019,14274.0
2-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,2,2019,14313.0
3-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,3,2019,14211.0
4-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,4,2019,14021.0
5-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,5,2019,13958.0
6-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,6,2019,13951.0
7-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,7,2019,13957.0
8-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,8,2019,13944.0
9-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,9,2019,13961.0
10-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,10,2019,13978.0
11-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,11,2019,13995.0
12-2019,116.0,Indonesia,0,,974,National Average,52,Rice - Retail,0.0,IDR,15,Retail,5,KG,12,2019,14019.0
1-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,1,2007,4328.2592
2-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,2,2007,4386.0
3-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,3,2007,4416.0
4-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,4,2007,4459.0
5-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,5,2007,4475.0
6-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,6,2007,4499.0
7-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,7,2007,4558.0
8-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,8,2007,4717.0
9-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,9,2007,4975.0
10-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,10,2007,5300.0
11-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,11,2007,5426.0
12-2007,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,12,2007,5846.0
1-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,1,2008,6474.0
2-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,2,2008,6970.0
3-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,3,2008,7101.0
4-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,4,2008,7062.0
5-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,5,2008,7080.0
6-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,6,2008,7110.0
7-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,7,2008,7078.0
8-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,8,2008,7105.0
9-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,9,2008,7276.0
10-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,10,2008,7326.0
11-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,11,2008,7277.0
12-2008,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,12,2008,7218.0
1-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,1,2009,7294.0
2-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,2,2009,7352.0
3-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,3,2009,7437.0
4-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,4,2009,7423.0
5-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,5,2009,7380.331
6-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,6,2009,7374.9314
7-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,7,2009,7392.3087
8-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,8,2009,7387.8733
9-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,9,2009,7406.0
10-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,10,2009,7374.0
11-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,11,2009,7364.0
12-2009,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,12,2009,7366.0
1-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,1,2010,7376.0
2-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,2,2010,7375.0
3-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,3,2010,7303.0
4-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,4,2010,7239.0
5-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,5,2010,7189.0
6-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,6,2010,7141.0
7-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,7,2010,7091.0
8-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,8,2010,7120.0
9-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,9,2010,7189.0
10-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,10,2010,7194.0
11-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,11,2010,7196.0
12-2010,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,12,2010,7182.0
1-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,1,2011,7179.0
2-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,2,2011,7179.0
3-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,3,2011,7179.0
4-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,4,2011,7171.0
5-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,5,2011,7138.0
6-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,6,2011,7176.0
7-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,7,2011,7185.0
8-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,8,2011,7155.0
9-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,9,2011,7362.0
10-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,10,2011,7375.0
11-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,11,2011,7366.0
12-2011,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,12,2011,7361.0
1-2012,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,1,2012,7391.0
2-2012,116.0,Indonesia,0,,974,National Average,58,Wheat flour - Retail,0.0,IDR,15,Retail,5,KG,2,2012,7387.0
